ProductCode;Year;Period;Qty
DDR5;2024;Q4;5
NV5050;2025;Q3;5
NV5060;2017;Q1;27
DDR4;2022;Q2;29
DDR5;2017;Q3;15
NV5050;2024;Q4;52
NV5060;2020;Q4;71
DDR4;2023;Q2;67
DDR5;2025;Q4;15
NV5050;2021;Q2;46
NV5060;2023;Q1;66
DDR4;2024;Q2;58
DDR5;2016;Q1;42
NV5050;2017;Q1;27
NV5060;2016;Q2;61
DDR4;2018;Q1;13
DDR5;2019;Q4;31
NV5050;2019;Q4;69
NV5060;2019;Q2;76
DDR4;2017;Q4;36
DDR5;2019;Q1;67
NV5050;2016;Q3;26
NV5060;2019;Q4;77
DDR4;2018;Q1;18
DDR5;2017;Q1;27
NV5050;2019;Q2;66
NV5060;2019;Q3;64
DDR4;2024;Q1;19
DDR5;2020;Q2;24
NV5050;2023;Q2;28
NV5060;2021;Q4;39
DDR4;2019;Q2;41
DDR5;2021;Q2;29
NV5050;2023;Q3;5
NV5060;2020;Q2;61
DDR4;2017;Q4;10
DDR5;2022;Q2;70
NV5050;2021;Q3;28
NV5060;2017;Q1;14
DDR4;2019;Q2;15
DDR5;2022;Q3;80
NV5050;2018;Q4;39
NV5060;2021;Q2;48
DDR4;2016;Q4;29
DDR5;2021;Q2;56
NV5050;2016;Q2;24
NV5060;2024;Q1;11
DDR4;2018;Q3;33
DDR5;2024;Q2;41
NV5050;2022;Q2;64
NV5060;2023;Q1;17
DDR4;2023;Q2;62
DDR5;2025;Q2;53
NV5050;2018;Q3;71
NV5060;2019;Q2;74
DDR4;2021;Q4;9
DDR5;2017;Q4;34
NV5050;2022;Q3;80
NV5060;2019;Q3;30
DDR4;2021;Q4;18
DDR5;2023;Q1;56
NV5050;2017;Q2;27
NV5060;2020;Q3;45
DDR4;2025;Q1;71
DDR5;2022;Q3;57
NV5050;2020;Q4;64
NV5060;2017;Q3;70
DDR4;2025;Q3;75
DDR5;2018;Q1;40
NV5050;2025;Q4;80
NV5060;2017;Q1;79
DDR4;2017;Q2;31
DDR5;2025;Q2;55
NV5050;2022;Q4;15
NV5060;2019;Q3;57
DDR4;2022;Q3;48
DDR5;2016;Q4;18
NV5050;2019;Q2;26
NV5060;2019;Q3;8
DDR4;2019;Q1;17
DDR5;2025;Q4;60
NV5050;2016;Q1;65
NV5060;2016;Q2;50
DDR4;2023;Q2;11
DDR5;2018;Q3;60
NV5050;2020;Q1;24
NV5060;2020;Q4;12
DDR4;2018;Q3;27
DDR5;2022;Q1;22
NV5050;2018;Q3;70
NV5060;2016;Q4;47
DDR4;2025;Q4;20
DDR5;2020;Q3;55
NV5050;2025;Q4;55
NV5060;2025;Q2;47
DDR4;2022;Q2;65
DDR5;2018;Q2;11
NV5050;2016;Q2;79
NV5060;2023;Q1;19
DDR4;2017;Q2;6
DDR5;2022;Q3;15
NV5050;2022;Q2;75
NV5060;2018;Q3;6
DDR4;2020;Q1;71
DDR5;2022;Q3;29
NV5050;2017;Q1;37
NV5060;2019;Q2;28
DDR4;2017;Q1;12
DDR5;2021;Q3;22
NV5050;2023;Q3;26
NV5060;2021;Q3;23
DDR4;2023;Q1;14
DDR5;2018;Q4;80
NV5050;2023;Q1;38
NV5060;2019;Q1;69
DDR4;2021;Q1;9
DDR5;2022;Q1;9
NV5050;2016;Q3;12
NV5060;2020;Q3;43
DDR4;2021;Q4;32
DDR5;2019;Q4;64
NV5050;2017;Q3;11
NV5060;2025;Q4;72
DDR4;2017;Q4;36
DDR5;2022;Q3;51
NV5050;2020;Q2;6
NV5060;2024;Q1;25
DDR4;2018;Q1;32
DDR5;2025;Q2;69
NV5050;2021;Q2;60
NV5060;2016;Q4;40
DDR4;2019;Q1;50
DDR5;2022;Q3;78
NV5050;2025;Q4;32
NV5060;2020;Q4;56
DDR4;2020;Q2;6
DDR5;2019;Q3;37
NV5050;2018;Q2;21
NV5060;2024;Q2;8
DDR4;2020;Q4;26
DDR5;2022;Q3;45
NV5050;2019;Q2;39
NV5060;2020;Q4;56
DDR4;2025;Q1;58
DDR5;2017;Q2;55
NV5050;2025;Q1;35
NV5060;2016;Q3;11
DDR4;2019;Q1;30
DDR5;2016;Q4;28
NV5050;2021;Q3;34
NV5060;2021;Q2;36
DDR4;2021;Q1;31
DDR5;2016;Q2;28
NV5050;2019;Q4;43
NV5060;2023;Q2;34
DDR4;2023;Q2;40
DDR5;2017;Q2;6
NV5050;2016;Q1;59
NV5060;2017;Q3;17
DDR4;2016;Q2;13
DDR5;2022;Q4;15
NV5050;2016;Q2;43
NV5060;2023;Q4;54
DDR4;2020;Q3;69
DDR5;2016;Q1;45
NV5050;2021;Q3;26
NV5060;2022;Q2;36
DDR4;2020;Q4;66
DDR5;2023;Q3;6
NV5050;2025;Q3;6
NV5060;2023;Q4;64
DDR4;2022;Q1;11
DDR5;2023;Q4;21
NV5050;2023;Q3;63
NV5060;2017;Q4;15
DDR4;2025;Q1;33
DDR5;2024;Q4;36
NV5050;2016;Q4;69
NV5060;2017;Q3;52
DDR4;2020;Q1;11
DDR5;2023;Q1;39
NV5050;2021;Q1;17
NV5060;2016;Q3;52
DDR4;2018;Q2;23
DDR5;2019;Q1;52
NV5050;2018;Q3;75
NV5060;2020;Q2;53
DDR4;2024;Q2;21
DDR5;2021;Q1;36
NV5050;2025;Q4;11
NV5060;2018;Q1;30
DDR4;2022;Q2;30
DDR5;2022;Q3;16
NV5050;2025;Q3;80
NV5060;2016;Q2;16
DDR4;2021;Q3;55
DDR5;2017;Q1;23
NV5050;2020;Q4;27
NV5060;2017;Q2;42
DDR4;2024;Q4;5
DDR5;2017;Q2;41
NV5050;2025;Q3;8
NV5060;2019;Q4;76
DDR4;2019;Q2;62
DDR5;2018;Q3;59
NV5050;2025;Q1;64
NV5060;2023;Q4;69
DDR4;2020;Q1;76
DDR5;2025;Q2;60
NV5050;2025;Q2;17
NV5060;2022;Q3;76
DDR4;2022;Q3;36
DDR5;2020;Q3;64
NV5050;2023;Q3;46
NV5060;2022;Q4;34
DDR4;2022;Q2;63
DDR5;2022;Q4;8
NV5050;2022;Q2;26
NV5060;2016;Q1;6
DDR4;2023;Q3;44
DDR5;2019;Q3;24
NV5050;2017;Q3;67
NV5060;2017;Q2;12
DDR4;2017;Q4;47
DDR5;2025;Q2;76
NV5050;2017;Q3;6
NV5060;2019;Q1;74
DDR4;2019;Q2;37
DDR5;2016;Q4;70
NV5050;2024;Q2;10
NV5060;2016;Q2;7
DDR4;2019;Q3;54
DDR5;2019;Q3;21
NV5050;2019;Q3;21
NV5060;2023;Q2;44
DDR4;2019;Q1;56
DDR5;2025;Q4;14
NV5050;2025;Q1;19
NV5060;2018;Q4;18
DDR4;2020;Q4;41
DDR5;2023;Q3;7
NV5050;2025;Q4;6
NV5060;2020;Q1;79
DDR4;2020;Q1;58
DDR5;2023;Q3;34
NV5050;2024;Q1;32
NV5060;2016;Q4;21
DDR4;2019;Q2;59
DDR5;2022;Q3;49
NV5050;2022;Q4;19
NV5060;2018;Q2;55
DDR4;2023;Q2;27
DDR5;2025;Q4;52
NV5050;2019;Q4;17
NV5060;2022;Q3;11
DDR4;2022;Q3;40
DDR5;2022;Q3;78
NV5050;2016;Q1;22
NV5060;2017;Q2;67
DDR4;2022;Q2;20
DDR5;2024;Q4;35
NV5050;2025;Q1;35
NV5060;2017;Q1;67
DDR4;2017;Q4;52
DDR5;2016;Q2;34
NV5050;2023;Q1;8
NV5060;2019;Q1;32
DDR4;2017;Q2;38
DDR5;2016;Q3;8
NV5050;2018;Q4;68
NV5060;2016;Q1;53
DDR4;2024;Q3;40
DDR5;2024;Q4;55
NV5050;2023;Q1;27
NV5060;2019;Q3;21
DDR4;2024;Q3;65
DDR5;2016;Q3;11
NV5050;2016;Q1;21
NV5060;2016;Q4;40
DDR4;2016;Q4;8
DDR5;2022;Q2;77
NV5050;2023;Q2;7
NV5060;2017;Q3;10
DDR4;2020;Q3;17
DDR5;2020;Q2;74
NV5050;2016;Q3;61
NV5060;2020;Q2;57
DDR4;2019;Q2;71
DDR5;2019;Q4;39
NV5050;2019;Q4;65
NV5060;2018;Q4;23
DDR4;2020;Q4;37
DDR5;2016;Q3;54
NV5050;2021;Q4;26
NV5060;2016;Q4;11
DDR4;2016;Q4;57
DDR5;2023;Q3;28
NV5050;2021;Q2;15
NV5060;2023;Q1;75
DDR4;2019;Q3;79
DDR5;2021;Q4;6
NV5050;2021;Q3;20
NV5060;2016;Q2;22
DDR4;2016;Q3;38
DDR5;2022;Q4;45
NV5050;2016;Q2;29
NV5060;2018;Q1;65
DDR4;2019;Q4;66
DDR5;2016;Q1;36
NV5050;2024;Q2;25
NV5060;2025;Q2;37
DDR4;2018;Q2;50
DDR5;2017;Q2;46
NV5050;2022;Q4;5
NV5060;2017;Q1;35
DDR4;2022;Q2;12
DDR5;2020;Q1;25
NV5050;2023;Q2;65
NV5060;2021;Q1;26
DDR4;2024;Q1;25
DDR5;2023;Q3;65
NV5050;2018;Q2;7
NV5060;2025;Q3;10
DDR4;2021;Q1;26
DDR5;2016;Q3;64
NV5050;2021;Q4;70
NV5060;2017;Q2;38
DDR4;2021;Q1;45
DDR5;2021;Q3;79
NV5050;2017;Q4;10
NV5060;2018;Q3;11
DDR4;2022;Q2;19
DDR5;2024;Q3;38
NV5050;2023;Q4;23
NV5060;2024;Q2;52
DDR4;2024;Q2;23
DDR5;2022;Q2;30
NV5050;2016;Q1;23
NV5060;2020;Q3;32
DDR4;2025;Q4;80
DDR5;2020;Q4;70
NV5050;2022;Q3;14
NV5060;2022;Q4;58
DDR4;2016;Q1;10
DDR5;2024;Q1;40
NV5050;2016;Q2;52
NV5060;2019;Q1;18
DDR4;2018;Q4;53
DDR5;2020;Q2;19
NV5050;2018;Q1;31
NV5060;2019;Q4;28
DDR4;2019;Q1;61
DDR5;2017;Q2;5
NV5050;2018;Q4;6
NV5060;2021;Q3;10
DDR4;2022;Q2;50
DDR5;2016;Q1;33
NV5050;2023;Q4;79
NV5060;2022;Q4;43
DDR4;2022;Q1;27
DDR5;2022;Q1;30
NV5050;2021;Q3;16
NV5060;2020;Q4;16
DDR4;2017;Q2;68
DDR5;2016;Q3;78
NV5050;2019;Q3;36
NV5060;2020;Q4;24
DDR4;2018;Q4;53
DDR5;2019;Q4;62
NV5050;2024;Q1;12
NV5060;2016;Q4;30
DDR4;2017;Q2;34
DDR5;2021;Q1;35
NV5050;2021;Q2;11
NV5060;2021;Q4;76
DDR4;2022;Q4;16
DDR5;2017;Q1;77
NV5050;2023;Q2;15
NV5060;2022;Q2;44
DDR4;2024;Q1;46
DDR5;2024;Q2;44
NV5050;2017;Q3;18
NV5060;2022;Q2;76
DDR4;2018;Q1;63
DDR5;2021;Q2;53
NV5050;2025;Q1;17
NV5060;2025;Q2;56
DDR4;2021;Q1;13
DDR5;2017;Q2;79
NV5050;2024;Q3;28
NV5060;2021;Q4;66
DDR4;2019;Q2;57
DDR5;2018;Q2;26
NV5050;2024;Q4;54
NV5060;2020;Q3;47
DDR4;2018;Q4;39
DDR5;2018;Q2;23
NV5050;2016;Q1;65
NV5060;2017;Q2;71
DDR4;2016;Q4;11
DDR5;2025;Q1;14
NV5050;2017;Q1;8
NV5060;2016;Q4;23
DDR4;2021;Q3;77
DDR5;2017;Q4;54
NV5050;2024;Q2;56
NV5060;2023;Q1;37
DDR4;2025;Q3;30
DDR5;2024;Q3;12
NV5050;2016;Q1;33
NV5060;2021;Q3;23
DDR4;2018;Q1;35
DDR5;2020;Q3;12
NV5050;2023;Q1;19
NV5060;2019;Q1;26
DDR4;2017;Q3;54
DDR5;2023;Q1;39
NV5050;2020;Q3;12
NV5060;2019;Q1;66
DDR4;2025;Q1;80
DDR5;2016;Q2;34
NV5050;2019;Q3;15
NV5060;2017;Q3;17
DDR4;2019;Q3;48
DDR5;2020;Q3;78
NV5050;2017;Q4;6
NV5060;2018;Q4;72
DDR4;2025;Q4;34
DDR5;2024;Q1;59
NV5050;2021;Q2;72
NV5060;2022;Q3;20
DDR4;2025;Q2;17
DDR5;2020;Q1;57
NV5050;2017;Q4;31
NV5060;2023;Q3;48
DDR4;2022;Q1;73
DDR5;2018;Q1;13
NV5050;2019;Q1;36
NV5060;2020;Q4;36
DDR4;2021;Q4;65
DDR5;2025;Q3;47
NV5050;2021;Q1;34
NV5060;2021;Q4;35
DDR4;2023;Q2;36
DDR5;2021;Q3;46
NV5050;2019;Q3;50
NV5060;2021;Q2;33
DDR4;2020;Q3;50
DDR5;2020;Q4;10
NV5050;2018;Q1;76
NV5060;2023;Q4;74
DDR4;2017;Q2;9
DDR5;2018;Q1;38
NV5050;2021;Q4;52
NV5060;2017;Q3;48
DDR4;2018;Q1;10
DDR5;2019;Q3;79
NV5050;2019;Q4;18
NV5060;2019;Q2;61
DDR4;2017;Q4;14
DDR5;2023;Q4;8
NV5050;2022;Q2;61
NV5060;2022;Q4;11
DDR4;2021;Q4;46
DDR5;2020;Q4;70
NV5050;2017;Q1;10
NV5060;2021;Q3;30
DDR4;2019;Q4;61
DDR5;2019;Q1;71
NV5050;2016;Q2;34
NV5060;2019;Q4;56
DDR4;2017;Q3;58
DDR5;2016;Q3;61
NV5050;2023;Q3;50
NV5060;2022;Q3;7
DDR4;2022;Q2;16
DDR5;2021;Q1;79
NV5050;2020;Q4;10
NV5060;2017;Q4;32
DDR4;2016;Q4;57
DDR5;2018;Q4;75
NV5050;2018;Q1;49
NV5060;2024;Q3;79
DDR4;2017;Q2;32
DDR5;2024;Q1;28
NV5050;2025;Q1;55
NV5060;2025;Q1;47
DDR4;2018;Q1;34
DDR5;2024;Q2;12
NV5050;2025;Q3;67
NV5060;2016;Q1;80
DDR4;2016;Q2;79
DDR5;2024;Q1;13
NV5050;2019;Q4;30
NV5060;2022;Q3;41
DDR4;2018;Q1;28
DDR5;2022;Q1;16
NV5050;2020;Q2;27
NV5060;2025;Q1;49
DDR4;2019;Q2;20
DDR5;2017;Q1;27
NV5050;2018;Q2;27
NV5060;2016;Q1;33
DDR4;2017;Q1;5
DDR5;2022;Q4;25
NV5050;2022;Q4;73
NV5060;2025;Q1;62
DDR4;2024;Q1;44
DDR5;2019;Q3;49
NV5050;2018;Q2;56
NV5060;2016;Q4;38
DDR4;2018;Q2;74
DDR5;2016;Q1;9
NV5050;2021;Q3;40
NV5060;2022;Q1;21
DDR4;2016;Q1;27
DDR5;2020;Q4;80
NV5050;2017;Q3;21
NV5060;2016;Q2;8
DDR4;2017;Q4;20
DDR5;2020;Q1;40
NV5050;2022;Q1;73
NV5060;2025;Q4;69
DDR4;2021;Q2;5
DDR5;2024;Q2;53
NV5050;2018;Q3;68
NV5060;2024;Q2;56
DDR4;2025;Q1;13
DDR5;2022;Q4;11
NV5050;2020;Q2;50
NV5060;2021;Q1;5
DDR4;2016;Q3;66
DDR5;2020;Q4;75
NV5050;2019;Q3;52
NV5060;2023;Q1;74
DDR4;2022;Q4;35
DDR5;2016;Q4;40
NV5050;2020;Q1;24
NV5060;2024;Q4;49
DDR4;2017;Q3;31
DDR5;2017;Q2;34
NV5050;2020;Q4;38
NV5060;2020;Q4;65
DDR4;2016;Q4;70
DDR5;2020;Q4;68
NV5050;2023;Q4;31
NV5060;2017;Q3;11
DDR4;2024;Q3;66
DDR5;2017;Q2;63
NV5050;2024;Q2;37
NV5060;2024;Q1;47
DDR4;2024;Q4;56
DDR5;2017;Q1;50
NV5050;2025;Q4;30
NV5060;2019;Q3;17
DDR4;2018;Q4;48
DDR5;2017;Q2;33
NV5050;2024;Q3;69
NV5060;2017;Q3;78
DDR4;2017;Q2;49
DDR5;2021;Q4;80
NV5050;2023;Q1;17
NV5060;2016;Q1;65
DDR4;2024;Q4;22
DDR5;2020;Q1;18
NV5050;2019;Q4;69
NV5060;2018;Q4;41
DDR4;2018;Q1;47
DDR5;2016;Q3;62
NV5050;2016;Q2;48
NV5060;2016;Q1;55
DDR4;2021;Q2;67
DDR5;2019;Q4;53
NV5050;2025;Q1;30
NV5060;2024;Q3;43
DDR4;2016;Q3;19
DDR5;2023;Q4;52
NV5050;2025;Q1;42
NV5060;2025;Q1;71
DDR4;2016;Q2;47
DDR5;2023;Q4;47
NV5050;2025;Q2;41
NV5060;2016;Q2;33
DDR4;2022;Q3;66
DDR5;2025;Q3;20
NV5050;2017;Q2;64
NV5060;2020;Q2;14
DDR4;2022;Q3;20
DDR5;2019;Q4;68
NV5050;2016;Q1;47
NV5060;2025;Q4;45
DDR4;2025;Q3;60
DDR5;2020;Q4;44
NV5050;2017;Q4;27
NV5060;2020;Q3;42
DDR4;2018;Q1;38
DDR5;2017;Q3;15
NV5050;2022;Q1;9
NV5060;2019;Q4;7
DDR4;2024;Q3;22
DDR5;2020;Q4;31
NV5050;2025;Q2;28
NV5060;2025;Q3;68
DDR4;2017;Q3;17
DDR5;2023;Q2;60
NV5050;2021;Q1;34
NV5060;2020;Q3;15
DDR4;2022;Q3;66
DDR5;2020;Q2;30
NV5050;2025;Q3;41
NV5060;2023;Q3;14
DDR4;2017;Q4;77
DDR5;2022;Q1;26
NV5050;2025;Q3;65
NV5060;2018;Q3;58
DDR4;2025;Q1;32
DDR5;2016;Q4;14
NV5050;2019;Q3;8
NV5060;2023;Q4;72
DDR4;2021;Q3;61
DDR5;2018;Q3;72
NV5050;2021;Q4;23
NV5060;2023;Q4;73
DDR4;2016;Q2;52
DDR5;2018;Q2;64
NV5050;2022;Q4;27
NV5060;2019;Q2;47
DDR4;2021;Q3;7
DDR5;2025;Q1;68
NV5050;2024;Q4;35
NV5060;2019;Q1;65
DDR4;2025;Q4;48
DDR5;2020;Q2;25
NV5050;2019;Q1;57
NV5060;2025;Q4;51
DDR4;2018;Q3;66
DDR5;2020;Q3;54
NV5050;2022;Q2;30
NV5060;2017;Q3;33
DDR4;2018;Q3;75
DDR5;2020;Q4;48
NV5050;2016;Q3;29
NV5060;2025;Q4;73
DDR4;2018;Q1;79
DDR5;2021;Q4;58
NV5050;2022;Q4;48
NV5060;2016;Q4;30
DDR4;2024;Q3;6
DDR5;2024;Q4;40
NV5050;2022;Q3;42
NV5060;2019;Q1;17
DDR4;2016;Q3;35
DDR5;2023;Q2;62
NV5050;2020;Q1;28
NV5060;2018;Q2;71
DDR4;2022;Q3;31
DDR5;2017;Q3;71
NV5050;2017;Q4;50
NV5060;2025;Q2;80
DDR4;2024;Q3;72
DDR5;2018;Q1;47
NV5050;2024;Q4;43
NV5060;2016;Q4;59
DDR4;2022;Q3;37
DDR5;2018;Q3;76
NV5050;2025;Q3;36
NV5060;2019;Q1;77
DDR4;2024;Q1;72
DDR5;2023;Q2;55
NV5050;2023;Q4;72
NV5060;2022;Q3;14
DDR4;2025;Q2;54
DDR5;2024;Q1;27
NV5050;2016;Q2;11
NV5060;2025;Q2;8
DDR4;2020;Q2;67
DDR5;2020;Q1;52
NV5050;2023;Q4;27
NV5060;2021;Q4;64
DDR4;2021;Q2;17
DDR5;2020;Q3;36
NV5050;2020;Q4;45
NV5060;2018;Q1;16
DDR4;2019;Q2;10
DDR5;2019;Q1;60
NV5050;2021;Q3;74
NV5060;2022;Q3;47
DDR4;2016;Q1;10
DDR5;2023;Q1;65
NV5050;2019;Q4;28
NV5060;2021;Q3;30
DDR4;2024;Q1;20
DDR5;2017;Q1;70
NV5050;2020;Q1;12
NV5060;2021;Q3;34
DDR4;2022;Q4;33
DDR5;2016;Q2;52
NV5050;2016;Q4;72
NV5060;2016;Q1;46
DDR4;2016;Q1;7
DDR5;2019;Q4;17
NV5050;2018;Q4;7
NV5060;2016;Q1;46
DDR4;2025;Q4;42
DDR5;2021;Q3;38
NV5050;2021;Q1;51
NV5060;2024;Q2;51
DDR4;2019;Q4;70
DDR5;2016;Q2;26
NV5050;2020;Q3;79
NV5060;2024;Q4;14
DDR4;2020;Q1;27
DDR5;2021;Q2;29
NV5050;2016;Q4;49
NV5060;2019;Q4;53
DDR4;2025;Q1;30
DDR5;2018;Q1;41
NV5050;2025;Q3;67
NV5060;2019;Q3;50
DDR4;2019;Q2;48
DDR5;2023;Q4;13
NV5050;2016;Q2;54
NV5060;2023;Q3;26
DDR4;2018;Q3;41
DDR5;2017;Q2;36
NV5050;2020;Q4;9
NV5060;2023;Q4;35
DDR4;2023;Q3;17
DDR5;2016;Q1;9
NV5050;2025;Q4;49
NV5060;2024;Q1;34
DDR4;2016;Q4;80
DDR5;2023;Q3;16
NV5050;2025;Q4;6
NV5060;2019;Q1;27
DDR4;2023;Q2;38
DDR5;2018;Q1;52
NV5050;2021;Q4;49
NV5060;2018;Q4;77
DDR4;2024;Q1;72
DDR5;2018;Q4;5
NV5050;2025;Q3;23
NV5060;2020;Q2;8
DDR4;2023;Q1;74
DDR5;2021;Q3;43
NV5050;2019;Q1;75
NV5060;2023;Q2;54
DDR4;2019;Q2;30
DDR5;2025;Q1;44
NV5050;2021;Q4;7
NV5060;2024;Q1;75
DDR4;2024;Q1;74
DDR5;2018;Q2;35
NV5050;2017;Q3;22
NV5060;2016;Q3;68
DDR4;2020;Q2;75
DDR5;2021;Q2;29
NV5050;2023;Q2;59
NV5060;2016;Q2;17
DDR4;2020;Q1;12
DDR5;2022;Q2;24
NV5050;2020;Q1;16
NV5060;2021;Q3;60
DDR4;2022;Q1;51
DDR5;2017;Q4;68
NV5050;2017;Q3;37
NV5060;2022;Q1;47
DDR4;2018;Q3;28
DDR5;2025;Q4;57
NV5050;2021;Q3;26
NV5060;2019;Q4;59
DDR4;2018;Q2;54
DDR5;2023;Q4;27
NV5050;2022;Q3;28
NV5060;2017;Q3;66
DDR4;2021;Q3;70
DDR5;2019;Q1;31
NV5050;2020;Q3;65
NV5060;2018;Q4;58
DDR4;2025;Q3;56
DDR5;2020;Q4;59
NV5050;2019;Q4;79
NV5060;2021;Q1;28
DDR4;2022;Q4;70
DDR5;2020;Q2;34
NV5050;2021;Q3;23
NV5060;2024;Q2;12
DDR4;2025;Q2;15
DDR5;2017;Q3;43
NV5050;2025;Q1;16
NV5060;2021;Q4;27
DDR4;2017;Q1;49
DDR5;2018;Q2;71
NV5050;2018;Q1;66
NV5060;2025;Q1;18
DDR4;2017;Q3;61
DDR5;2017;Q2;11
NV5050;2018;Q3;64
NV5060;2016;Q3;66
DDR4;2024;Q2;49
DDR5;2019;Q2;22
NV5050;2022;Q1;52
NV5060;2016;Q4;16
DDR4;2018;Q2;39
DDR5;2025;Q3;21
NV5050;2024;Q2;54
NV5060;2017;Q3;5
DDR4;2022;Q4;40
DDR5;2021;Q2;63
NV5050;2024;Q4;68
NV5060;2024;Q2;73
DDR4;2018;Q1;6
DDR5;2021;Q2;56
NV5050;2019;Q2;17
NV5060;2025;Q2;79
DDR4;2018;Q3;47
DDR5;2021;Q1;44
NV5050;2020;Q4;71
NV5060;2024;Q2;79
DDR4;2022;Q4;44
DDR5;2018;Q1;12
NV5050;2019;Q3;64
NV5060;2016;Q4;70
DDR4;2020;Q2;78
DDR5;2016;Q1;78
NV5050;2024;Q3;8
NV5060;2017;Q2;61
DDR4;2023;Q3;26
DDR5;2022;Q3;7
NV5050;2021;Q3;16
NV5060;2017;Q3;54
DDR4;2025;Q3;77
DDR5;2021;Q2;48
NV5050;2023;Q4;27
NV5060;2016;Q2;75
DDR4;2025;Q1;77
DDR5;2017;Q1;26
NV5050;2017;Q3;24
NV5060;2019;Q1;57
DDR4;2017;Q4;13
DDR5;2021;Q4;18
NV5050;2017;Q3;41
NV5060;2021;Q2;54
DDR4;2024;Q2;28
DDR5;2016;Q3;39
NV5050;2018;Q1;71
NV5060;2020;Q2;21
DDR4;2022;Q2;7
DDR5;2025;Q1;57
NV5050;2023;Q1;40
NV5060;2019;Q2;12
DDR4;2021;Q4;73
DDR5;2018;Q1;64
NV5050;2022;Q3;29
NV5060;2022;Q2;48
DDR4;2021;Q4;13
DDR5;2021;Q1;17
NV5050;2020;Q1;5
NV5060;2017;Q1;21
DDR4;2020;Q1;78
DDR5;2025;Q3;19
NV5050;2025;Q4;70
NV5060;2019;Q3;52
DDR4;2020;Q2;75
DDR5;2016;Q4;48
NV5050;2016;Q1;6
NV5060;2021;Q3;19
DDR4;2023;Q3;69
DDR5;2025;Q3;43
NV5050;2024;Q3;79
NV5060;2016;Q1;51
DDR4;2016;Q4;16
DDR5;2024;Q3;28
NV5050;2016;Q1;24
NV5060;2018;Q1;49
DDR4;2019;Q3;59
DDR5;2018;Q4;30
NV5050;2023;Q4;28
NV5060;2023;Q4;45
DDR4;2016;Q4;31
DDR5;2024;Q1;80
NV5050;2018;Q3;55
NV5060;2022;Q4;80
DDR4;2018;Q3;57
DDR5;2021;Q3;21
NV5050;2025;Q3;76
NV5060;2022;Q1;16
DDR4;2017;Q3;78
DDR5;2018;Q1;40
NV5050;2024;Q1;48
NV5060;2023;Q1;65
DDR4;2023;Q2;70
DDR5;2020;Q3;68
NV5050;2024;Q4;27
NV5060;2022;Q4;66
DDR4;2021;Q4;18
DDR5;2020;Q2;7
NV5050;2024;Q4;40
NV5060;2022;Q3;55
DDR4;2024;Q3;65
DDR5;2020;Q4;17
NV5050;2018;Q3;55
NV5060;2021;Q2;48
DDR4;2017;Q4;51
DDR5;2019;Q4;29
NV5050;2023;Q4;61
NV5060;2021;Q3;71
DDR4;2019;Q2;55
DDR5;2023;Q2;49
NV5050;2021;Q1;5
NV5060;2020;Q1;55
DDR4;2022;Q1;65
DDR5;2022;Q1;37
NV5050;2022;Q2;52
NV5060;2021;Q4;27
DDR4;2020;Q3;67
DDR5;2022;Q1;64
NV5050;2020;Q2;50
NV5060;2024;Q1;73
DDR4;2023;Q4;70
DDR5;2018;Q2;79
NV5050;2016;Q3;24
NV5060;2020;Q3;45
DDR4;2020;Q3;14
DDR5;2017;Q1;9
NV5050;2024;Q3;17
NV5060;2016;Q2;9
DDR4;2021;Q4;10
DDR5;2020;Q3;78
NV5050;2021;Q2;33
NV5060;2020;Q4;76
DDR4;2020;Q4;40
DDR5;2024;Q1;27
NV5050;2016;Q4;19
NV5060;2019;Q3;39
DDR4;2019;Q1;23
DDR5;2016;Q4;10
NV5050;2018;Q4;65
NV5060;2018;Q4;50
DDR4;2023;Q4;5
DDR5;2024;Q4;73
NV5050;2024;Q3;23
NV5060;2021;Q3;69
DDR4;2018;Q1;55
DDR5;2022;Q1;74
NV5050;2025;Q4;80
NV5060;2019;Q4;25
DDR4;2016;Q3;32
DDR5;2018;Q4;36
NV5050;2024;Q4;69
NV5060;2021;Q3;13
DDR4;2019;Q2;46
DDR5;2023;Q3;11
NV5050;2021;Q3;62
NV5060;2022;Q1;47
DDR4;2021;Q2;41
DDR5;2024;Q2;23
NV5050;2021;Q1;9
NV5060;2023;Q1;45
DDR4;2022;Q4;68
DDR5;2018;Q4;65
NV5050;2020;Q2;78
NV5060;2019;Q3;65
DDR4;2017;Q1;9
DDR5;2024;Q2;45
NV5050;2025;Q2;70
NV5060;2023;Q3;63
DDR4;2019;Q3;67
DDR5;2017;Q4;48
NV5050;2023;Q4;55
NV5060;2024;Q3;64
DDR4;2020;Q4;27
DDR5;2025;Q2;11
NV5050;2025;Q4;76
NV5060;2025;Q2;21
DDR4;2025;Q2;10
DDR5;2016;Q1;41
NV5050;2024;Q2;10
NV5060;2023;Q3;69
DDR4;2021;Q2;57
DDR5;2022;Q1;63
NV5050;2020;Q1;32
NV5060;2016;Q2;64
DDR4;2025;Q3;7
DDR5;2016;Q3;18
NV5050;2018;Q2;74
NV5060;2018;Q3;67
DDR4;2020;Q1;14
DDR5;2024;Q4;55
NV5050;2024;Q1;52
NV5060;2019;Q2;55
DDR4;2017;Q2;40
DDR5;2021;Q1;7
NV5050;2019;Q2;45
NV5060;2020;Q2;28
DDR4;2025;Q2;48
DDR5;2021;Q3;67
NV5050;2017;Q2;77
