Customer;Year;Month;Product;Quantity;Total TTC 
Magasin 299;2017;10;Jouet A;69;322
Magasin 701;2021;10;Dentifrice;131;94
Magasin 637;2012;8;Yaourt;454;442
Magasin 423;2018;7;Jouet A;235;157
Magasin 244;2013;7;Dentifrice;52;277
Magasin 102;2012;11;Yaourt;453;360
Magasin 758;2021;9;Jouet A;11;109
Magasin 903;2011;11;Dentifrice;10;375
Magasin 623;2026;10;Yaourt;156;152
Magasin 172;2025;8;Jouet A;431;356
Magasin 182;2012;1;Dentifrice;253;349
Magasin 150;2017;9;Yaourt;417;471
Magasin 473;2025;4;Jouet A;278;127
Magasin 636;2012;7;Dentifrice;49;136
Magasin 702;2018;5;Yaourt;450;391
Magasin 425;2022;8;Jouet A;336;136
Magasin 961;2024;7;Dentifrice;265;437
Magasin 243;2026;3;Yaourt;492;330
Magasin 766;2021;3;Jouet A;72;398
Magasin 13;2012;8;Dentifrice;314;455
Magasin 766;2011;11;Yaourt;359;450
Magasin 118;2010;5;Jouet A;154;165
Magasin 1;2024;11;Dentifrice;427;300
Magasin 779;2016;8;Yaourt;433;89
Magasin 585;2019;7;Jouet A;130;292
Magasin 32;2014;6;Dentifrice;6;64
Magasin 191;2018;5;Yaourt;173;83
Magasin 464;2023;4;Jouet A;470;357
Magasin 647;2022;1;Dentifrice;390;183
Magasin 331;2026;10;Yaourt;359;284
Magasin 96;2025;6;Jouet A;355;455
Magasin 642;2010;5;Dentifrice;462;385
Magasin 325;2011;4;Yaourt;366;418
Magasin 177;2012;12;Jouet A;42;304
Magasin 138;2015;2;Dentifrice;294;407
Magasin 963;2024;8;Yaourt;124;98
Magasin 126;2017;6;Jouet A;300;186
Magasin 770;2015;8;Dentifrice;427;243
Magasin 682;2012;9;Yaourt;254;202
Magasin 197;2020;6;Jouet A;77;57
Magasin 22;2024;3;Dentifrice;20;441
Magasin 750;2021;11;Yaourt;212;254
Magasin 676;2016;9;Jouet A;223;359
Magasin 647;2012;9;Dentifrice;110;141
Magasin 519;2014;9;Yaourt;11;163
Magasin 600;2024;7;Jouet A;278;356
Magasin 834;2023;2;Dentifrice;67;77
Magasin 357;2019;11;Yaourt;35;133
Magasin 841;2021;11;Jouet A;490;198
Magasin 488;2013;2;Dentifrice;127;222
Magasin 753;2012;4;Yaourt;402;265
Magasin 268;2025;9;Jouet A;499;300
Magasin 232;2019;9;Dentifrice;472;368
Magasin 601;2025;11;Yaourt;142;14
Magasin 471;2019;9;Jouet A;148;370
Magasin 953;2012;3;Dentifrice;409;301
Magasin 880;2023;11;Yaourt;180;28
Magasin 409;2018;10;Jouet A;151;442
Magasin 918;2019;5;Dentifrice;318;202
Magasin 231;2026;11;Yaourt;197;233
Magasin 450;2021;7;Jouet A;198;368
Magasin 7;2017;10;Dentifrice;488;132
Magasin 334;2014;9;Yaourt;149;236
Magasin 189;2015;7;Jouet A;248;328
Magasin 794;2012;7;Dentifrice;31;482
Magasin 211;2021;8;Yaourt;55;231
Magasin 466;2018;9;Jouet A;111;184
Magasin 519;2017;9;Dentifrice;18;14
Magasin 211;2025;2;Yaourt;327;74
Magasin 592;2017;9;Jouet A;356;421
Magasin 103;2024;2;Dentifrice;203;9
Magasin 516;2014;11;Yaourt;157;317
Magasin 911;2022;11;Jouet A;8;188
Magasin 458;2021;2;Dentifrice;335;373
Magasin 810;2015;11;Yaourt;43;432
Magasin 62;2010;11;Jouet A;226;462
Magasin 916;2010;2;Dentifrice;248;258
Magasin 842;2022;2;Yaourt;176;309
Magasin 109;2011;5;Jouet A;482;68
Magasin 883;2025;2;Dentifrice;485;439
Magasin 443;2014;4;Yaourt;20;314
Magasin 971;2019;4;Jouet A;417;100
Magasin 515;2024;12;Dentifrice;297;30
Magasin 423;2021;9;Yaourt;150;214
Magasin 48;2019;8;Jouet A;358;209
Magasin 534;2022;6;Dentifrice;186;177
Magasin 347;2015;12;Yaourt;58;342
Magasin 189;2013;12;Jouet A;400;25
Magasin 956;2016;8;Dentifrice;22;55
Magasin 464;2025;10;Yaourt;2;108
Magasin 516;2025;9;Jouet A;241;279
Magasin 735;2012;2;Dentifrice;197;82
Magasin 471;2026;8;Yaourt;189;490
Magasin 251;2012;2;Jouet A;500;127
Magasin 338;2010;9;Dentifrice;168;378
Magasin 992;2011;4;Yaourt;30;366
Magasin 26;2018;7;Jouet A;163;487
Magasin 633;2022;6;Dentifrice;269;167
Magasin 820;2013;1;Yaourt;456;194
Magasin 167;2020;7;Jouet A;145;66
Magasin 403;2010;4;Dentifrice;442;150
Magasin 343;2023;3;Yaourt;315;282
Magasin 669;2010;3;Jouet A;329;348
Magasin 590;2017;2;Dentifrice;138;449
Magasin 163;2020;6;Yaourt;302;436
Magasin 446;2011;4;Jouet A;493;274
Magasin 970;2019;11;Dentifrice;78;192
Magasin 877;2012;9;Yaourt;415;76
Magasin 273;2013;4;Jouet A;86;114
Magasin 66;2025;1;Dentifrice;210;208
Magasin 106;2013;12;Yaourt;82;404
Magasin 281;2018;12;Jouet A;376;214
Magasin 854;2022;12;Dentifrice;431;188
Magasin 136;2019;3;Yaourt;310;500
Magasin 933;2012;7;Jouet A;350;66
Magasin 619;2019;2;Dentifrice;396;225
Magasin 212;2012;4;Yaourt;372;6
Magasin 988;2016;11;Jouet A;163;82
Magasin 302;2010;9;Dentifrice;297;224
Magasin 302;2026;8;Yaourt;410;330
Magasin 670;2013;4;Jouet A;328;243
Magasin 483;2012;4;Dentifrice;118;253
Magasin 816;2020;1;Yaourt;274;486
Magasin 444;2015;8;Jouet A;16;99
Magasin 717;2025;1;Dentifrice;112;4
Magasin 685;2024;7;Yaourt;20;421
Magasin 785;2012;5;Jouet A;59;229
Magasin 839;2010;8;Dentifrice;335;76
Magasin 131;2020;5;Yaourt;123;258
Magasin 175;2021;12;Jouet A;462;334
Magasin 772;2013;6;Dentifrice;403;29
Magasin 951;2012;9;Yaourt;222;58
Magasin 120;2017;4;Jouet A;107;279
Magasin 240;2016;3;Dentifrice;17;238
Magasin 677;2022;6;Yaourt;219;341
Magasin 867;2021;5;Jouet A;383;45
Magasin 355;2013;5;Dentifrice;319;394
Magasin 413;2026;7;Yaourt;69;15
Magasin 95;2022;6;Jouet A;333;292
Magasin 133;2018;2;Dentifrice;246;475
Magasin 749;2014;1;Yaourt;258;341
Magasin 233;2021;2;Jouet A;149;249
Magasin 76;2024;4;Dentifrice;339;459
Magasin 121;2022;8;Yaourt;407;405
Magasin 756;2024;6;Jouet A;400;94
Magasin 291;2011;5;Dentifrice;106;358
Magasin 419;2026;5;Yaourt;365;254
Magasin 555;2025;6;Jouet A;6;261
Magasin 969;2026;4;Dentifrice;369;295
Magasin 52;2014;6;Yaourt;192;131
Magasin 367;2012;5;Jouet A;184;457
Magasin 482;2014;7;Dentifrice;313;437
Magasin 714;2016;3;Yaourt;415;450
Magasin 939;2012;9;Jouet A;461;486
Magasin 625;2022;3;Dentifrice;372;476
Magasin 969;2017;9;Yaourt;80;388
Magasin 177;2021;7;Jouet A;284;495
Magasin 573;2021;9;Dentifrice;281;209
Magasin 872;2020;11;Yaourt;98;344
Magasin 202;2012;4;Jouet A;165;102
Magasin 990;2019;11;Dentifrice;299;86
Magasin 535;2025;12;Yaourt;445;404
Magasin 783;2021;7;Jouet A;51;103
Magasin 67;2018;3;Dentifrice;76;146
Magasin 757;2023;12;Yaourt;211;271
Magasin 228;2026;10;Jouet A;217;367
Magasin 21;2025;9;Dentifrice;223;351
Magasin 99;2012;1;Yaourt;273;414
Magasin 650;2014;11;Jouet A;476;377
Magasin 26;2025;8;Dentifrice;174;450
Magasin 410;2016;7;Yaourt;404;40
Magasin 446;2020;1;Jouet A;220;216
Magasin 680;2020;9;Dentifrice;259;415
Magasin 511;2023;6;Yaourt;305;225
Magasin 808;2011;4;Jouet A;103;396
Magasin 827;2026;12;Dentifrice;217;178
Magasin 906;2016;11;Yaourt;343;278
Magasin 240;2026;3;Jouet A;313;219
Magasin 823;2023;4;Dentifrice;46;14
Magasin 71;2025;3;Yaourt;438;265
Magasin 897;2015;12;Jouet A;231;19
Magasin 442;2022;1;Dentifrice;123;139
Magasin 181;2013;9;Yaourt;225;455
Magasin 137;2011;1;Jouet A;315;435
Magasin 152;2021;11;Dentifrice;225;402
Magasin 70;2014;11;Yaourt;39;285
Magasin 675;2025;2;Jouet A;232;212
Magasin 960;2012;7;Dentifrice;198;352
Magasin 766;2026;9;Yaourt;301;379
Magasin 497;2024;8;Jouet A;80;90
Magasin 521;2017;1;Dentifrice;494;155
Magasin 801;2026;1;Yaourt;142;165
Magasin 819;2012;4;Jouet A;132;244
Magasin 683;2022;6;Dentifrice;240;31
Magasin 101;2015;3;Yaourt;132;463
Magasin 683;2015;12;Jouet A;282;480
Magasin 391;2013;7;Dentifrice;150;12
Magasin 994;2020;7;Yaourt;93;36
Magasin 74;2019;4;Jouet A;27;29
Magasin 936;2013;2;Dentifrice;498;246
Magasin 853;2017;3;Yaourt;16;82
Magasin 90;2014;3;Jouet A;206;166
Magasin 152;2020;5;Dentifrice;147;365
Magasin 174;2010;5;Yaourt;28;51
Magasin 766;2024;4;Jouet A;140;343
Magasin 443;2018;12;Dentifrice;333;129
Magasin 758;2025;4;Yaourt;17;136
Magasin 777;2021;8;Jouet A;144;260
Magasin 221;2019;1;Dentifrice;333;165
Magasin 493;2023;6;Yaourt;448;142
Magasin 823;2026;8;Jouet A;251;345
Magasin 100;2016;7;Dentifrice;302;120
Magasin 225;2025;4;Yaourt;494;64
Magasin 364;2024;8;Jouet A;342;431
Magasin 25;2025;8;Dentifrice;475;281
Magasin 563;2015;7;Yaourt;371;231
Magasin 204;2011;11;Jouet A;182;182
Magasin 21;2020;6;Dentifrice;175;225
Magasin 181;2013;6;Yaourt;391;72
Magasin 41;2017;4;Jouet A;194;76
Magasin 377;2013;10;Dentifrice;431;392
Magasin 526;2010;3;Yaourt;157;342
Magasin 914;2019;9;Jouet A;470;148
Magasin 79;2026;3;Dentifrice;333;360
Magasin 819;2011;8;Yaourt;147;167
Magasin 803;2025;6;Jouet A;366;98
Magasin 954;2012;10;Dentifrice;150;406
Magasin 968;2011;7;Yaourt;470;404
Magasin 738;2012;11;Jouet A;322;154
Magasin 681;2022;9;Dentifrice;103;485
Magasin 39;2017;3;Yaourt;332;288
Magasin 161;2013;4;Jouet A;303;270
Magasin 354;2023;10;Dentifrice;146;54
Magasin 462;2018;1;Yaourt;321;173
Magasin 75;2013;1;Jouet A;182;229
Magasin 725;2017;12;Dentifrice;150;415
Magasin 521;2016;10;Yaourt;227;357
Magasin 260;2015;2;Jouet A;151;227
Magasin 668;2018;7;Dentifrice;126;337
Magasin 838;2011;11;Yaourt;389;87
Magasin 598;2014;7;Jouet A;393;447
Magasin 792;2021;10;Dentifrice;149;12
Magasin 612;2019;4;Yaourt;301;290
Magasin 12;2016;3;Jouet A;179;334
Magasin 949;2015;9;Dentifrice;466;210
Magasin 669;2011;9;Yaourt;419;243
Magasin 709;2021;5;Jouet A;242;80
Magasin 429;2012;5;Dentifrice;202;427
Magasin 938;2013;7;Yaourt;258;420
Magasin 714;2014;4;Jouet A;260;465
Magasin 291;2025;4;Dentifrice;347;326
Magasin 873;2011;7;Yaourt;75;247
Magasin 664;2010;5;Jouet A;183;194
Magasin 660;2017;6;Dentifrice;316;191
Magasin 762;2010;9;Yaourt;374;497
Magasin 370;2011;4;Jouet A;11;287
Magasin 979;2011;6;Dentifrice;269;177
Magasin 418;2010;1;Yaourt;247;260
Magasin 286;2025;9;Jouet A;99;154
Magasin 262;2025;4;Dentifrice;365;207
Magasin 354;2012;7;Yaourt;36;310
Magasin 389;2011;3;Jouet A;350;400
Magasin 194;2024;6;Dentifrice;472;467
Magasin 270;2022;8;Yaourt;294;492
Magasin 256;2011;9;Jouet A;403;290
Magasin 868;2025;7;Dentifrice;443;177
Magasin 933;2023;3;Yaourt;419;350
Magasin 792;2016;8;Jouet A;405;28
Magasin 766;2024;12;Dentifrice;245;370
Magasin 184;2022;5;Yaourt;345;66
Magasin 623;2022;6;Jouet A;269;169
Magasin 738;2010;7;Dentifrice;407;124
Magasin 999;2016;7;Yaourt;400;262
Magasin 855;2021;2;Jouet A;218;470
Magasin 463;2025;2;Dentifrice;226;279
Magasin 20;2026;9;Yaourt;414;225
Magasin 116;2025;3;Jouet A;1;425
Magasin 328;2024;5;Dentifrice;330;386
Magasin 382;2020;6;Yaourt;221;284
Magasin 751;2026;4;Jouet A;357;337
Magasin 115;2017;3;Dentifrice;380;25
Magasin 288;2018;10;Yaourt;105;176
Magasin 863;2026;1;Jouet A;261;212
Magasin 82;2023;7;Dentifrice;87;284
Magasin 285;2013;1;Yaourt;102;358
Magasin 261;2010;4;Jouet A;168;243
Magasin 838;2011;7;Dentifrice;171;332
Magasin 72;2020;12;Yaourt;214;318
Magasin 837;2011;6;Jouet A;441;351
Magasin 990;2011;7;Dentifrice;142;342
Magasin 379;2012;12;Yaourt;14;335
Magasin 440;2014;2;Jouet A;28;410
Magasin 880;2010;12;Dentifrice;245;54
Magasin 298;2020;9;Yaourt;82;478
Magasin 604;2016;12;Jouet A;216;299
Magasin 782;2012;9;Dentifrice;198;67
Magasin 874;2013;4;Yaourt;344;6
Magasin 24;2021;2;Jouet A;262;475
Magasin 917;2017;2;Dentifrice;386;20
Magasin 474;2017;10;Yaourt;258;142
Magasin 34;2012;4;Jouet A;327;202
Magasin 750;2025;5;Dentifrice;167;180
Magasin 589;2020;12;Yaourt;186;16
Magasin 158;2026;5;Jouet A;400;284
Magasin 74;2020;10;Dentifrice;345;111
Magasin 655;2018;5;Yaourt;165;310
Magasin 803;2012;11;Jouet A;202;362
Magasin 576;2013;3;Dentifrice;181;240
Magasin 826;2026;3;Yaourt;323;417
Magasin 826;2023;8;Jouet A;5;39
Magasin 512;2014;10;Dentifrice;95;412
Magasin 924;2010;8;Yaourt;192;451
Magasin 817;2011;2;Jouet A;481;474
Magasin 265;2013;4;Dentifrice;148;200
Magasin 893;2013;5;Yaourt;183;156
Magasin 302;2021;8;Jouet A;27;112
Magasin 696;2022;1;Dentifrice;103;487
Magasin 721;2012;6;Yaourt;181;172
Magasin 442;2012;11;Jouet A;94;257
Magasin 971;2018;2;Dentifrice;188;326
Magasin 233;2026;7;Yaourt;351;391
Magasin 741;2017;2;Jouet A;87;40
Magasin 482;2016;7;Dentifrice;85;223
Magasin 990;2020;7;Yaourt;425;210
Magasin 228;2012;6;Jouet A;469;274
Magasin 604;2017;8;Dentifrice;183;357
Magasin 366;2025;7;Yaourt;348;152
Magasin 337;2024;4;Jouet A;49;297
Magasin 984;2012;8;Dentifrice;67;439
Magasin 135;2018;9;Yaourt;440;193
Magasin 250;2012;9;Jouet A;356;213
Magasin 847;2022;6;Dentifrice;63;228
Magasin 6;2016;9;Yaourt;342;112
Magasin 669;2024;8;Jouet A;123;319
Magasin 254;2019;12;Dentifrice;7;159
Magasin 734;2019;3;Yaourt;430;61
Magasin 308;2017;10;Jouet A;300;418
Magasin 330;2026;1;Dentifrice;307;357
Magasin 925;2013;10;Yaourt;450;176
Magasin 925;2022;5;Jouet A;478;289
Magasin 847;2017;3;Dentifrice;325;380
Magasin 109;2015;9;Yaourt;89;131
Magasin 503;2019;4;Jouet A;344;298
Magasin 402;2017;12;Dentifrice;355;149
Magasin 682;2025;2;Yaourt;237;300
Magasin 939;2022;3;Jouet A;218;151
Magasin 541;2018;2;Dentifrice;385;239
Magasin 170;2025;11;Yaourt;60;27
Magasin 770;2014;9;Jouet A;206;16
Magasin 349;2020;12;Dentifrice;81;295
Magasin 755;2019;10;Yaourt;423;395
Magasin 628;2013;3;Jouet A;433;142
Magasin 964;2012;5;Dentifrice;368;103
Magasin 524;2023;3;Yaourt;129;188
Magasin 626;2016;4;Jouet A;115;115
Magasin 964;2024;7;Dentifrice;36;254
Magasin 632;2017;9;Yaourt;494;186
Magasin 658;2021;10;Jouet A;150;75
Magasin 596;2017;10;Dentifrice;424;71
Magasin 580;2015;7;Yaourt;20;157
Magasin 520;2020;11;Jouet A;1;235
Magasin 66;2026;4;Dentifrice;479;447
Magasin 292;2014;2;Yaourt;324;497
Magasin 659;2012;1;Jouet A;101;253
Magasin 356;2017;2;Dentifrice;122;5
Magasin 986;2020;7;Yaourt;388;433
Magasin 227;2017;4;Jouet A;445;289
Magasin 84;2015;1;Dentifrice;396;102
Magasin 131;2023;10;Yaourt;338;96
Magasin 841;2023;1;Jouet A;193;482
Magasin 704;2020;6;Dentifrice;293;286
Magasin 34;2011;7;Yaourt;14;324
Magasin 906;2013;6;Jouet A;489;48
Magasin 4;2016;10;Dentifrice;215;496
Magasin 885;2025;8;Yaourt;384;443
Magasin 675;2018;11;Jouet A;49;194
Magasin 742;2011;12;Dentifrice;175;248
Magasin 826;2013;10;Yaourt;472;182
Magasin 770;2025;10;Jouet A;43;298
Magasin 901;2017;2;Dentifrice;176;117
Magasin 992;2015;8;Yaourt;493;100
Magasin 35;2021;6;Jouet A;419;224
Magasin 495;2013;7;Dentifrice;470;326
Magasin 382;2014;6;Yaourt;145;144
Magasin 110;2026;1;Jouet A;229;406
Magasin 206;2016;10;Dentifrice;266;205
Magasin 397;2023;1;Yaourt;335;118
Magasin 791;2011;8;Jouet A;100;338
Magasin 31;2014;11;Dentifrice;161;337
Magasin 240;2020;9;Yaourt;486;40
Magasin 971;2020;10;Jouet A;170;20
Magasin 438;2024;6;Dentifrice;15;465
Magasin 382;2024;7;Yaourt;200;13
Magasin 776;2014;6;Jouet A;217;246
Magasin 151;2014;8;Dentifrice;477;286
Magasin 749;2025;2;Yaourt;354;104
Magasin 821;2024;1;Jouet A;169;91
Magasin 335;2020;11;Dentifrice;368;126
Magasin 714;2025;10;Yaourt;142;310
Magasin 459;2018;7;Jouet A;123;382
Magasin 658;2025;3;Dentifrice;141;498
Magasin 54;2016;1;Yaourt;43;145
Magasin 765;2013;5;Jouet A;356;161
Magasin 416;2020;11;Dentifrice;490;371
Magasin 684;2018;2;Yaourt;468;327
Magasin 743;2013;11;Jouet A;270;292
Magasin 861;2016;1;Dentifrice;364;354
Magasin 143;2025;4;Yaourt;226;351
Magasin 392;2011;10;Jouet A;363;408
Magasin 661;2023;9;Dentifrice;271;422
Magasin 892;2018;4;Yaourt;10;442
Magasin 687;2018;7;Jouet A;139;356
Magasin 163;2018;8;Dentifrice;308;261
Magasin 397;2011;10;Yaourt;408;162
Magasin 202;2015;11;Jouet A;445;176
Magasin 530;2015;2;Dentifrice;261;48
Magasin 628;2012;7;Yaourt;216;334
Magasin 125;2012;7;Jouet A;408;477
Magasin 777;2021;6;Dentifrice;67;464
Magasin 732;2013;1;Yaourt;319;341
Magasin 865;2013;8;Jouet A;401;84
Magasin 775;2015;7;Dentifrice;75;284
Magasin 760;2018;6;Yaourt;308;164
Magasin 216;2016;1;Jouet A;180;304
Magasin 296;2012;7;Dentifrice;135;109
Magasin 828;2022;3;Yaourt;293;493
Magasin 82;2026;1;Jouet A;341;305
Magasin 228;2024;8;Dentifrice;339;7
Magasin 503;2021;9;Yaourt;257;414
Magasin 289;2026;3;Jouet A;288;406
Magasin 471;2021;4;Dentifrice;209;205
Magasin 368;2024;12;Yaourt;133;219
Magasin 852;2024;9;Jouet A;240;467
Magasin 316;2013;4;Dentifrice;485;286
Magasin 584;2012;2;Yaourt;147;351
Magasin 378;2025;3;Jouet A;57;137
Magasin 558;2012;4;Dentifrice;307;481
Magasin 443;2014;12;Yaourt;424;382
Magasin 186;2011;10;Jouet A;423;434
Magasin 542;2014;8;Dentifrice;491;204
Magasin 443;2016;7;Yaourt;409;386
Magasin 221;2010;6;Jouet A;122;181
Magasin 197;2015;11;Dentifrice;8;437
Magasin 712;2021;10;Yaourt;106;95
Magasin 293;2010;9;Jouet A;243;434
Magasin 645;2013;4;Dentifrice;226;238
Magasin 72;2025;3;Yaourt;332;89
Magasin 818;2015;9;Jouet A;191;296
Magasin 286;2016;10;Dentifrice;166;214
Magasin 961;2013;9;Yaourt;57;433
Magasin 872;2021;5;Jouet A;279;314
Magasin 375;2014;7;Dentifrice;407;21
Magasin 590;2016;1;Yaourt;315;455
Magasin 890;2021;2;Jouet A;362;126
Magasin 102;2026;5;Dentifrice;463;486
Magasin 69;2013;11;Yaourt;276;485
Magasin 386;2020;11;Jouet A;233;265
Magasin 319;2026;10;Dentifrice;26;268
Magasin 575;2011;5;Yaourt;50;437
Magasin 491;2010;10;Jouet A;351;467
Magasin 575;2019;7;Dentifrice;108;295
Magasin 193;2026;10;Yaourt;155;490
Magasin 405;2020;9;Jouet A;32;188
Magasin 499;2020;11;Dentifrice;2;75
Magasin 294;2022;9;Yaourt;64;289
Magasin 355;2026;8;Jouet A;376;106
Magasin 543;2021;6;Dentifrice;164;180
Magasin 7;2022;6;Yaourt;141;142
Magasin 366;2016;6;Jouet A;257;138
Magasin 898;2013;9;Dentifrice;275;236
Magasin 85;2023;4;Yaourt;267;199
Magasin 875;2012;12;Jouet A;157;358
Magasin 746;2013;3;Dentifrice;39;298
Magasin 466;2014;10;Yaourt;108;246
Magasin 402;2022;3;Jouet A;52;449
Magasin 159;2015;5;Dentifrice;84;372
Magasin 357;2011;5;Yaourt;385;245
Magasin 432;2011;3;Jouet A;9;406
Magasin 771;2013;6;Dentifrice;356;184
Magasin 997;2022;10;Yaourt;403;78
Magasin 260;2011;8;Jouet A;220;23
Magasin 544;2013;7;Dentifrice;412;384
Magasin 158;2025;11;Yaourt;383;362
Magasin 684;2014;10;Jouet A;167;388
Magasin 846;2020;3;Dentifrice;70;488
Magasin 371;2025;11;Yaourt;341;219
Magasin 18;2019;3;Jouet A;164;110
Magasin 760;2016;1;Dentifrice;321;162
Magasin 104;2024;4;Yaourt;243;398
Magasin 108;2025;4;Jouet A;56;443
Magasin 502;2020;11;Dentifrice;476;244
Magasin 278;2018;3;Yaourt;210;261
Magasin 938;2023;12;Jouet A;412;79
Magasin 344;2024;6;Dentifrice;100;89
Magasin 926;2023;12;Yaourt;191;262
Magasin 155;2015;6;Jouet A;184;303
Magasin 978;2022;12;Dentifrice;321;86
Magasin 445;2014;1;Yaourt;116;28
Magasin 284;2017;8;Jouet A;367;261
Magasin 633;2014;8;Dentifrice;434;326
Magasin 904;2017;9;Yaourt;209;475
Magasin 341;2011;7;Jouet A;166;94
Magasin 126;2025;7;Dentifrice;419;343
Magasin 980;2012;3;Yaourt;152;223
Magasin 837;2013;10;Jouet A;348;347
Magasin 477;2015;3;Dentifrice;314;372
Magasin 199;2024;10;Yaourt;492;16
Magasin 896;2013;4;Jouet A;201;303
Magasin 252;2023;12;Dentifrice;84;331
Magasin 971;2011;7;Yaourt;151;321
Magasin 658;2018;2;Jouet A;303;188
Magasin 289;2020;10;Dentifrice;115;49
Magasin 473;2026;7;Yaourt;324;282
Magasin 24;2025;10;Jouet A;132;40
Magasin 998;2024;2;Dentifrice;264;93
Magasin 15;2023;4;Yaourt;159;79
Magasin 548;2014;4;Jouet A;79;174
Magasin 773;2014;12;Dentifrice;142;493
Magasin 530;2017;10;Yaourt;205;153
Magasin 405;2020;12;Jouet A;449;86
Magasin 668;2025;5;Dentifrice;391;8
Magasin 707;2012;1;Yaourt;61;193
Magasin 133;2011;7;Jouet A;173;104
Magasin 662;2016;12;Dentifrice;484;176
Magasin 598;2012;10;Yaourt;78;168
Magasin 142;2017;2;Jouet A;73;185
Magasin 361;2015;11;Dentifrice;65;311
Magasin 560;2010;12;Yaourt;215;115
Magasin 298;2016;3;Jouet A;12;99
Magasin 409;2021;7;Dentifrice;277;462
Magasin 897;2025;1;Yaourt;148;96
Magasin 604;2020;6;Jouet A;121;314
Magasin 619;2011;3;Dentifrice;205;264
Magasin 879;2026;4;Yaourt;23;342
Magasin 49;2023;4;Jouet A;145;389
Magasin 953;2025;3;Dentifrice;196;372
Magasin 936;2013;3;Yaourt;320;324
Magasin 76;2018;9;Jouet A;143;442
Magasin 832;2013;3;Dentifrice;415;400
Magasin 105;2021;1;Yaourt;396;398
Magasin 176;2022;2;Jouet A;483;352
Magasin 156;2014;4;Dentifrice;405;365
Magasin 343;2018;5;Yaourt;334;178
Magasin 936;2016;9;Jouet A;454;320
Magasin 756;2018;9;Dentifrice;47;66
Magasin 618;2013;5;Yaourt;131;357
Magasin 575;2018;11;Jouet A;225;218
Magasin 180;2017;11;Dentifrice;115;255
Magasin 439;2012;3;Yaourt;239;242
Magasin 575;2013;6;Jouet A;436;122
Magasin 287;2011;9;Dentifrice;322;169
Magasin 224;2015;6;Yaourt;51;222
Magasin 80;2022;9;Jouet A;127;362
Magasin 675;2017;2;Dentifrice;61;285
Magasin 338;2018;5;Yaourt;357;316
Magasin 559;2017;3;Jouet A;451;285
Magasin 265;2021;10;Dentifrice;225;392
Magasin 205;2010;7;Yaourt;49;363
Magasin 778;2013;3;Jouet A;346;11
Magasin 529;2023;2;Dentifrice;164;54
Magasin 74;2015;6;Yaourt;366;215
Magasin 463;2021;2;Jouet A;14;90
Magasin 596;2017;9;Dentifrice;99;399
Magasin 277;2011;10;Yaourt;90;107
Magasin 514;2019;8;Jouet A;457;377
Magasin 425;2016;4;Dentifrice;21;119
Magasin 13;2020;8;Yaourt;287;475
Magasin 120;2023;1;Jouet A;440;37
Magasin 370;2011;2;Dentifrice;212;272
Magasin 146;2012;9;Yaourt;143;169
Magasin 106;2025;8;Jouet A;363;207
Magasin 358;2015;5;Dentifrice;217;172
Magasin 296;2019;12;Yaourt;407;58
Magasin 808;2025;10;Jouet A;357;112
Magasin 637;2013;8;Dentifrice;424;192
Magasin 412;2013;4;Yaourt;220;49
Magasin 165;2026;3;Jouet A;389;207
Magasin 470;2011;1;Dentifrice;295;293
Magasin 929;2025;12;Yaourt;376;491
Magasin 747;2024;1;Jouet A;48;402
Magasin 464;2015;2;Dentifrice;347;121
Magasin 234;2026;5;Yaourt;250;325
Magasin 797;2012;3;Jouet A;258;122
Magasin 8;2017;12;Dentifrice;224;18
Magasin 197;2026;8;Yaourt;78;474
Magasin 278;2026;9;Jouet A;40;272
Magasin 945;2010;4;Dentifrice;395;52
Magasin 790;2016;12;Yaourt;3;345
Magasin 869;2022;8;Jouet A;129;224
Magasin 768;2019;11;Dentifrice;483;494
Magasin 863;2015;4;Yaourt;426;180
Magasin 465;2016;6;Jouet A;9;326
Magasin 551;2016;7;Dentifrice;346;292
Magasin 282;2018;4;Yaourt;430;234
Magasin 447;2018;2;Jouet A;234;224
Magasin 96;2024;6;Dentifrice;246;269
Magasin 184;2019;11;Yaourt;37;95
Magasin 224;2015;3;Jouet A;396;291
Magasin 128;2023;4;Dentifrice;68;43
Magasin 156;2017;5;Yaourt;377;429
Magasin 790;2021;3;Jouet A;337;67
Magasin 143;2022;1;Dentifrice;9;245
Magasin 621;2024;2;Yaourt;338;152
Magasin 142;2015;1;Jouet A;496;447
Magasin 532;2018;9;Dentifrice;294;232
Magasin 432;2013;11;Yaourt;180;97
Magasin 648;2012;12;Jouet A;230;44
Magasin 688;2021;4;Dentifrice;42;484
Magasin 725;2026;12;Yaourt;290;75
Magasin 13;2013;11;Jouet A;393;184
Magasin 797;2015;9;Dentifrice;351;223
Magasin 293;2018;10;Yaourt;35;413
Magasin 970;2012;3;Jouet A;8;247
Magasin 187;2025;3;Dentifrice;251;202
Magasin 86;2025;3;Yaourt;14;445
Magasin 192;2026;5;Jouet A;135;162
Magasin 100;2021;9;Dentifrice;209;459
Magasin 720;2018;4;Yaourt;253;397
Magasin 222;2025;10;Jouet A;187;106
Magasin 926;2014;1;Dentifrice;292;97
Magasin 302;2020;12;Yaourt;12;320
Magasin 920;2022;6;Jouet A;116;411
Magasin 151;2010;5;Dentifrice;171;480
Magasin 475;2019;6;Yaourt;172;336
Magasin 209;2023;2;Jouet A;136;410
